City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,petropavlovsk-kamchatskiy,53.0452,158.6483,-13.67,52,0,6.0,RU,1677874546
271,tacoronte,28.4769,-16.4102,16.75,90,75,4.63,ES,1677874688
272,quzhou,28.9594,118.8686,9.22,74,6,2.04,CN,1677874605
273,matamoros,25.5333,-103.25,21.73,10,0,2.57,MX,1677874689
274,fallon,39.4735,-118.7774,7.93,41,20,2.57,US,1677874545
275,el seibo,18.7641,-69.0375,28.74,48,93,4.28,DO,1677874689
276,puerto leguizamo,-0.1934,-74.7819,30.43,60,91,1.58,CO,1677874528
277,riyadh,24.6877,46.7219,21.08,24,0,4.14,SA,1677874272
278,ucluelet,48.9329,-125.5528,2.83,91,100,0.45,CA,1677874523
279,marrakesh,31.6315,-8.0083,17.04,72,75,1.54,MA,1677874667
280,wanning,18.8003,110.3967,18.48,82,61,3.07,CN,1677874689
281,borovskoy,53.8,64.15,-7.31,91,94,6.21,KZ,1677874689
282,chardara,41.2547,67.9692,7.11,62,100,3.72,KZ,1677874689
283,tromso,69.6496,18.957,-2.99,68,40,7.2,NO,1677874520
284,aksarka,66.5606,67.7975,-25.59,95,91,1.68,RU,1677874531
285,ambilobe,-13.2,49.05,22.81,96,75,0.5,MG,1677874493
286,kulhudhuffushi,6.6221,73.07,26.87,75,2,3.61,MV,1677874690
287,cidreira,-30.1811,-50.2056,23.9,87,100,2.29,BR,1677874491
288,uusikaupunki,60.8004,21.4084,0.38,91,100,13.98,FI,1677874690
289,cabedelo,-6.9811,-34.8339,29.37,72,77,5.35,BR,1677874522
290,komsomolskiy,40.4272,71.7189,7.4,76,89,3.09,UZ,1677874690
291,machali,-34.1833,-70.6667,28.6,34,0,5.14,CL,1677874690
292,saint-pierre,-21.3393,55.4781,26.82,69,0,2.57,RE,1677874524
293,chernukha,55.5974,43.7556,-1.73,95,94,3.69,RU,1677874690
294,kawalu,-7.3817,108.2082,21.74,95,30,0.6,ID,1677874691
295,tilichiki,60.4667,166.1,-23.47,90,100,4.99,RU,1677874504
296,port hueneme,34.1478,-119.1951,19.7,60,0,2.06,US,1677874691
297,basud,14.065,122.9642,23.35,83,100,5.3,PH,1677874691
298,mahajanga,-15.7167,46.3167,25.01,94,40,1.54,MG,1677874534
299,mount isa,-20.7333,139.5,21.87,94,100,3.09,AU,1677874544
300,brae,60.3964,-1.353,5.04,67,78,6.66,GB,1677874691
301,groningen,53.25,6.75,6.12,79,100,3.09,NL,1677874691
302,sibu,2.3,111.8167,24.17,100,40,1.54,MY,1677874691
303,nchelenge,-9.3451,28.734,21.26,88,100,3.81,ZM,1677874692
304,ranong,9.9658,98.6348,23.58,89,39,1.83,TH,1677874692
305,norman wells,65.282,-126.8329,-24.98,70,20,3.6,CA,1677874517
306,sabha,27.0377,14.4283,22.81,12,0,3.99,LY,1677874546
307,zalantun,48.0,122.7167,-2.33,83,4,1.92,CN,1677874692
308,oriximina,-1.7656,-55.8661,28.65,79,24,1.71,BR,1677874422
309,saskylakh,71.9167,114.0833,-14.21,96,100,4.0,RU,1677874437
310,sokoto,13.0609,5.239,28.85,14,0,0.15,NG,1677874692
311,leshan,29.5623,103.7639,12.3,75,8,1.11,CN,1677874693
312,acapulco,16.8634,-99.8901,29.9,58,20,2.57,MX,1677874492
313,netanya,32.3329,34.8599,17.01,78,6,2.79,IL,1677874616
314,gornyy,55.1153,83.9059,-9.37,89,96,8.1,RU,1677874693
315,plastun,44.7561,136.2939,-8.58,81,4,2.81,RU,1677874693
316,ostrovnoy,68.0531,39.5131,-14.5,98,87,3.62,RU,1677874551
317,samur,41.8253,48.486,5.64,94,100,2.85,RU,1677874693
318,kapasan,-6.7773,111.3789,23.13,93,100,1.75,ID,1677874693
319,safaga,26.7292,33.9365,23.79,35,0,2.98,EG,1677874693
320,albury,-36.0833,146.9167,18.34,100,85,1.34,AU,1677874693
321,mount gambier,-37.8333,140.7667,11.12,94,100,1.37,AU,1677874498
322,nekhayevskiy,50.4106,41.7561,0.49,88,100,4.51,RU,1677874694
323,tezu,27.9167,96.1667,19.77,39,65,1.91,IN,1677874525
324,paamiut,61.994,-49.6678,3.39,79,100,4.18,GL,1677874497
325,ambanja,-13.6833,48.45,23.64,93,100,1.64,MG,1677874694
326,krasnoselkup,65.7,82.4667,-21.17,98,85,5.62,RU,1677874694
327,kendal,54.3268,-2.7476,5.88,78,15,0.68,GB,1677874694
328,vilcun,-38.65,-72.2333,21.41,35,7,4.16,CL,1677874694
329,morant bay,17.8815,-76.4093,30.39,66,3,6.33,JM,1677874695
330,chimoio,-19.1164,33.4833,19.63,92,100,2.09,MZ,1677874695
331,kerema,-7.9631,145.7785,23.9,85,100,3.88,PG,1677874695
332,yar-sale,66.8333,70.8333,-17.33,97,98,3.73,RU,1677874513
333,guerrero negro,27.9769,-114.0611,16.98,50,44,6.47,MX,1677874499
334,ndioum,16.5129,-14.6471,30.37,8,100,4.25,SN,1677874695
335,uige,-7.6087,15.0613,22.29,80,98,0.39,AO,1677874541
336,tasiilaq,65.6145,-37.6368,-1.91,98,100,4.66,GL,1677874503
337,ushirombo,-3.4919,31.9639,18.22,93,21,0.91,TZ,1677874695
338,bonfim,3.0833,-59.95,32.31,45,98,3.28,BR,1677874695
339,sayan,-11.1361,-77.1933,26.57,68,92,4.42,PE,1677874695
340,farafangana,-22.8167,47.8333,23.99,89,100,1.46,MG,1677874695
341,swan hill,-35.3378,143.5544,15.23,65,67,2.17,AU,1677874696
342,shingu,33.7333,135.9833,4.39,50,94,2.31,JP,1677874535
343,mayo,38.8876,-76.5119,6.16,83,100,5.14,US,1677874495
344,aba,5.1066,7.3667,27.09,77,97,3.11,NG,1677874696
345,aden,12.7794,45.0367,24.99,82,5,9.07,YE,1677874435
346,myitkyina,25.3833,97.4,17.08,48,2,0.98,MM,1677874547
347,homer,59.6425,-151.5483,-4.06,40,0,4.02,US,1677874530
348,provideniya,64.3833,-173.3,-27.0,100,90,2.37,RU,1677874524
349,hokitika,-42.7167,170.9667,15.96,88,27,2.46,NZ,1677874696
350,itaueira,-7.6033,-43.0256,35.07,30,95,1.88,BR,1677874696
351,antofagasta,-23.65,-70.4,22.6,67,9,3.53,CL,1677874696
352,pechora,65.1472,57.2244,-23.48,100,98,1.87,RU,1677874696
353,souillac,-20.5167,57.5167,24.21,88,40,2.57,MU,1677874505
354,duverge,18.3784,-71.5247,30.03,39,6,4.38,DO,1677874697
355,malakal,9.5334,31.6605,30.36,11,40,2.05,SS,1677874697
356,siteki,-26.45,31.95,16.37,96,0,0.4,SZ,1677874697
357,pathein,16.7833,94.7333,21.07,79,0,2.63,MM,1677874697
358,mega,4.05,38.3,20.39,45,27,7.0,ET,1677874697
359,changli,39.7042,119.1506,2.0,57,0,2.63,CN,1677874697
360,fairbanks,64.8378,-147.7164,-15.99,78,75,2.57,US,1677874322
361,hameln,52.104,9.3562,4.28,85,12,2.33,DE,1677874697
362,mar del plata,-38.0023,-57.5575,35.01,34,20,5.66,AR,1677874354
363,nisia floresta,-6.0911,-35.2086,28.45,69,100,4.76,BR,1677874697
364,bar harbor,44.3876,-68.2039,2.58,61,0,3.6,US,1677874698
365,deputatskiy,69.3,139.9,-40.68,96,23,0.86,RU,1677874524
366,ginda,30.6945,78.4932,10.91,35,100,2.45,IN,1677874698
367,oranjestad,12.524,-70.027,28.97,65,20,6.17,AW,1677874626
368,isangel,-19.55,169.2667,26.43,96,100,19.31,VU,1677874534
369,vostok,46.4856,135.8833,-15.82,98,100,1.88,RU,1677874698
370,zheleznodorozhnyy,55.7503,38.0042,-1.25,97,53,2.43,RU,1677874698
371,los chiles,11.0333,-84.7167,32.95,42,75,3.84,CR,1677874698
372,awbari,26.5921,12.7805,20.54,13,0,1.49,LY,1677874698
373,altay,47.8667,88.1167,-0.64,66,100,1.29,CN,1677874698
374,mitu,1.1983,-70.1733,28.55,76,61,1.19,CO,1677874521
375,arlit,18.7369,7.3853,27.83,8,3,3.88,NE,1677874699
376,valparaiso,-33.0393,-71.6273,21.13,66,0,5.14,CL,1677874420
377,najran,17.4924,44.1277,24.36,35,95,3.81,SA,1677874699
378,camana,-16.6228,-72.7111,24.92,78,64,3.93,PE,1677874699
379,eyl,7.9803,49.8164,24.43,75,5,6.51,SO,1677874699
380,havre,49.5833,0.3333,4.22,93,40,4.12,FR,1677874699
381,penzance,50.1186,-5.5371,5.43,69,91,4.53,GB,1677874699
382,yaransk,57.3033,47.8861,-3.39,96,99,3.79,RU,1677874699
383,aksu,41.1231,80.2644,5.31,45,12,0.85,CN,1677874530
384,lavrentiya,65.5833,-171.0,-30.52,100,69,2.16,RU,1677874496
385,novikovo,51.1537,37.8879,0.3,89,100,4.64,RU,1677874541
386,bestobe,52.4994,73.0975,-8.5,84,86,9.37,KZ,1677874700
387,mumford,5.2618,-0.759,27.51,80,100,4.63,GH,1677874700
388,fastovetskaya,45.9189,40.1589,2.03,66,97,1.37,RU,1677874700
389,teya,60.3778,92.6267,-13.01,99,100,1.48,RU,1677874519
390,concepcion,-36.827,-73.0498,22.89,56,0,7.2,CL,1677874539
391,waipawa,-41.4122,175.5153,15.62,97,100,1.73,NZ,1677874700
392,pangnirtung,66.1451,-65.7125,-9.59,82,99,1.17,CA,1677874700
393,ban nahin,18.2418,104.2122,16.68,88,0,2.08,LA,1677874700
394,kichera,55.9375,110.0997,-6.38,91,100,1.31,RU,1677874700
395,general roca,-39.0333,-67.5833,34.79,16,2,11.28,AR,1677874394
396,mashhad,36.297,59.6062,9.08,61,0,3.09,IR,1677874009
397,ulaanbaatar,47.9077,106.8832,-10.93,85,0,0.0,MN,1677874560
398,maine-soroa,13.2114,12.0241,30.47,10,74,3.96,NE,1677874701
399,bubaque,11.2833,-15.8333,25.67,67,4,8.34,GW,1677874701
400,grand-lahou,5.1367,-5.0242,26.73,85,8,3.47,CI,1677874701
401,keskin,39.6731,33.6136,8.15,65,64,1.83,TR,1677874701
402,palasa,18.7667,84.4167,22.22,64,0,2.65,IN,1677874701
403,awjilah,29.1081,21.2869,21.2,19,1,5.42,LY,1677874701
404,la ronge,55.1001,-105.2842,-1.86,54,100,6.69,CA,1677874541
405,havoysund,70.9963,24.6622,2.13,62,100,8.46,NO,1677874701
406,ornskoldsvik,63.2909,18.7153,-0.47,93,40,7.2,SE,1677874515
407,sarangani,5.4033,125.4636,26.49,76,95,2.71,PH,1677874702
408,swinoujscie,53.9105,14.2471,3.08,87,40,7.2,PL,1677874638
409,listvyagi,53.6772,86.951,-3.15,73,100,7.25,RU,1677874702
410,pacific grove,36.6177,-121.9166,14.1,74,20,4.12,US,1677874506
411,altamira,-3.2033,-52.2064,31.05,74,40,2.57,BR,1677874702
412,almonte,37.2647,-6.5167,13.02,58,100,3.25,ES,1677874702
413,severo-kurilsk,50.6789,156.125,-6.12,69,97,10.46,RU,1677874507
414,palmer,42.1584,-72.3287,7.23,35,100,0.89,US,1677874528
415,rundu,-17.9333,19.7667,23.96,49,82,2.23,NA,1677874702
416,tuatapere,-46.1333,167.6833,11.28,74,71,2.68,NZ,1677874539
417,caba,16.4316,120.3446,23.15,74,82,3.05,PH,1677874703
418,zabol,32.25,67.25,5.94,86,77,2.17,AF,1677874703
419,horasan,40.0458,42.1728,1.27,97,100,0.31,TR,1677874703
420,akdepe,42.0551,59.3788,2.05,52,11,3.77,TM,1677874703
421,lasa,46.6166,10.7002,6.49,91,85,1.9,IT,1677874703
422,kilindoni,-7.9139,39.6668,27.75,76,72,8.37,TZ,1677874703
423,ypsonas,34.6884,32.9574,15.54,88,0,5.66,CY,1677874703
424,big bend,-26.8167,31.9333,19.67,95,0,0.36,SZ,1677874704
425,axim,4.8699,-2.2405,26.86,86,41,2.97,GH,1677874547
426,pala,9.3642,14.9046,31.64,18,28,2.47,TD,1677874705
427,niamey,13.5137,2.1098,34.16,8,0,3.09,NE,1677874705
428,talnakh,69.4865,88.3972,-17.11,95,100,0.91,RU,1677874519
429,senanga,-16.1167,23.2667,19.86,86,43,1.28,ZM,1677874705
430,humaita,-7.5061,-63.0208,31.7,59,75,1.12,BR,1677874705
431,muhos,64.808,25.9931,-4.12,98,74,0.77,FI,1677874705
432,azua,18.4532,-70.7349,29.44,55,18,5.65,DO,1677874624
433,codrington,-38.2667,141.9667,12.41,94,100,1.91,AU,1677874497
434,hays,30.0502,-98.0336,23.45,33,0,3.13,US,1677874706
435,andros town,24.7,-77.7667,27.98,62,0,9.84,BS,1677874706
436,coquimbo,-29.9533,-71.3436,21.85,64,20,4.12,CL,1677874530
437,kallithiron,39.2817,21.9061,8.44,75,100,1.01,GR,1677874706
438,linxia,35.6003,103.2064,1.98,45,0,1.47,CN,1677874706
439,manaure,11.7751,-72.4445,31.08,51,97,7.27,CO,1677874706
440,baykalsk,51.5058,104.1469,-3.16,76,17,2.64,RU,1677874706
441,kotido,2.9806,34.1331,25.36,37,16,1.95,UG,1677874706
442,odweyne,9.4092,45.064,23.14,58,7,3.17,SO,1677874706
443,omboue,-1.5746,9.2618,26.33,87,97,2.9,GA,1677874706
444,coxim,-18.5067,-54.76,30.96,62,72,2.7,BR,1677874707
445,yellapur,14.9667,74.7167,21.36,31,0,1.98,IN,1677874707
446,tahe,52.3333,124.7333,-13.11,97,19,1.73,CN,1677874707
447,berlevag,70.8578,29.0864,1.0,93,100,9.26,NO,1677874531
448,poum,-20.2333,164.0167,27.06,81,100,11.26,NC,1677874509
449,nome,64.5011,-165.4064,-27.69,83,0,0.0,US,1677874435
450,mae sai,20.4335,99.8762,18.69,53,0,0.83,TH,1677874707
451,skjervoy,70.0311,20.9714,-5.0,60,100,9.97,NO,1677874707
452,kloulklubed,7.0419,134.2556,25.28,66,100,6.56,PW,1677874707
453,general artigas,-26.9333,-56.2167,24.84,91,33,3.47,PY,1677874707
454,am timan,11.0297,20.2827,30.71,10,3,2.63,TD,1677874708
455,verkhnyaya inta,65.9811,60.3094,-21.89,99,91,2.54,RU,1677874549
456,ayame,5.6083,-3.1563,25.76,84,3,2.19,CI,1677874708
457,gornopravdinsk,60.05,69.9,-19.11,99,96,2.19,RU,1677874708
458,samoded,63.6083,40.5111,-19.65,100,100,1.04,RU,1677874708
459,krutinka,56.0055,71.5113,-15.21,92,90,5.79,RU,1677874708
460,nyrob,60.733,56.7202,-15.8,98,100,1.79,RU,1677874708
461,zlobin,45.2924,14.6541,3.42,66,0,1.03,HR,1677874708
462,manono,-7.3,27.4167,20.22,97,100,0.88,CD,1677874708
463,antas,41.7364,-8.3089,7.23,78,4,1.45,PT,1677874709
464,abha,18.2164,42.5053,15.14,59,0,0.0,SA,1677874313
465,porto velho,-8.7619,-63.9039,32.03,55,40,3.09,BR,1677874623
466,tabuk,17.4189,121.4443,18.45,90,98,1.29,PH,1677874709
467,merrill,45.1805,-89.6835,2.16,71,0,3.6,US,1677874709
468,presidencia roque saenz pena,-26.7852,-60.4388,29.62,51,72,1.52,AR,1677874438
469,sorong,-0.8833,131.25,24.51,89,100,2.53,ID,1677874709
470,gundlupet,11.8,76.6833,18.52,41,0,2.6,IN,1677874709
471,ponta delgada,37.7333,-25.6667,14.4,82,20,10.29,PT,1677874560
472,marienburg,54.0359,19.0266,3.35,76,100,5.34,PL,1677874548
473,fukue,32.6881,128.8419,10.77,48,100,2.18,JP,1677874709
474,pucallpa,-8.3791,-74.5539,32.02,55,75,2.06,PE,1677874709
475,port hardy,50.6996,-127.4199,3.1,93,100,5.66,CA,1677874510
476,assomada,15.1,-23.6833,20.75,67,40,5.07,CV,1677874710
477,lodja,-3.4833,23.4333,22.93,78,72,0.73,CD,1677874710
478,richards bay,-28.783,32.0377,21.32,84,60,2.71,ZA,1677874508
479,mariental,-24.6333,17.9667,25.65,33,51,7.99,NA,1677874710
480,kyotera,-0.6156,31.5175,17.96,81,20,1.07,UG,1677874710
481,bunol,39.4167,-0.7833,8.43,56,16,0.92,ES,1677874710
482,tonj,7.2737,28.6822,31.53,18,69,1.73,SS,1677874710
483,namibe,-15.1961,12.1522,21.39,72,0,5.02,AO,1677874497
484,naze,28.3667,129.4833,12.51,55,100,1.76,JP,1677874710
485,coruripe,-10.1256,-36.1756,27.76,68,11,5.1,BR,1677874710
486,veseloyarsk,51.2836,81.1056,-8.32,88,7,5.15,RU,1677874711
487,kholm-zhirkovskiy,55.5189,33.4731,-2.21,91,94,3.04,RU,1677874711
488,vysokopillya,47.4919,33.5306,1.89,78,52,4.44,UA,1677874711
489,nikita,44.5333,34.2333,1.85,75,81,1.97,UA,1677874711
490,siuna,13.7332,-84.7773,33.85,33,42,3.4,NI,1677874711
491,mubarakpur,26.09,83.2922,21.45,32,0,4.0,IN,1677874711
492,hov,60.6987,10.3519,-9.52,95,24,1.69,NO,1677874711
493,kadoma,34.7333,135.5833,5.82,69,99,1.54,JP,1677874711
494,bataipora,-22.2953,-53.2711,25.11,87,100,1.36,BR,1677874712
495,gaoua,10.2992,-3.2508,31.28,13,4,1.29,BF,1677874712
496,tomatlan,19.9333,-105.25,29.2,44,72,5.41,MX,1677874712
497,chapais,49.7834,-74.8492,-8.12,71,16,2.45,CA,1677874543
498,magadan,59.5667,150.8,-26.62,97,100,1.66,RU,1677874571
499,lauenburg,53.372,10.5565,4.58,84,10,4.55,DE,1677874712
500,shanghai,31.2222,121.4581,7.74,67,0,1.79,CN,1677874271
501,acarau,-2.8856,-40.12,26.43,83,100,5.35,BR,1677874526
502,vaitape,-16.5167,-151.75,27.57,72,98,1.37,PF,1677874549
503,taoudenni,22.6783,-3.9836,27.64,12,0,3.17,ML,1677874508
504,staritsa,56.5075,34.9354,-5.25,97,100,2.29,RU,1677874712
505,huarmey,-10.0681,-78.1522,25.33,75,81,4.05,PE,1677874712
506,illapel,-31.6308,-71.1653,27.11,43,0,3.93,CL,1677874712
507,prince rupert,54.3161,-130.3201,4.05,65,20,11.32,CA,1677874493
508,banda aceh,5.5577,95.3222,24.68,83,69,4.07,ID,1677874713
509,hammerfest,70.6634,23.6821,-0.75,69,40,5.14,NO,1677874713
510,edd,13.9297,41.6925,29.13,47,48,9.02,ER,1677874713
511,akyab,20.15,92.9,21.81,52,0,4.12,MM,1677874713
512,trujillo,-8.116,-79.03,25.98,65,88,3.6,PE,1677874661
513,fairview,40.8126,-73.999,7.1,50,100,4.63,US,1677874713
514,deep river,46.1001,-77.4995,-1.7,45,57,3.58,CA,1677874713
515,borogontsy,62.6683,131.1683,-24.1,98,100,5.37,RU,1677874713
516,sao felix do xingu,-6.6447,-51.995,30.64,62,48,1.16,BR,1677874713
517,hof,50.3167,11.9167,-1.98,95,100,2.06,DE,1677874553
518,abbeville,50.1,1.8333,5.27,86,14,3.29,FR,1677874714
519,shahgarh,24.3167,79.1333,23.24,24,0,1.25,IN,1677874714
520,shorapani,42.0898,43.0866,8.47,90,100,2.75,GE,1677874714
521,laramie,41.3114,-105.5911,1.41,53,100,3.09,US,1677874714
522,torbat-e jam,35.244,60.6225,12.17,40,88,1.41,IR,1677874714
523,lerwick,60.1545,-1.1494,4.0,68,90,6.88,GB,1677874530
524,hamilton,39.1834,-84.5333,10.69,100,100,5.66,US,1677874277
525,irati,-25.4672,-50.6511,21.13,93,98,1.62,BR,1677874714
526,broken hill,-31.95,141.4333,18.3,47,18,3.95,AU,1677874714
527,dapaong,10.8639,0.205,31.05,12,0,1.29,TG,1677874669
528,athabasca,54.7169,-113.2854,0.23,71,100,3.85,CA,1677874715
529,bereda,43.2686,-7.5406,3.41,99,1,2.28,ES,1677874715
530,terme,41.2092,36.9739,7.96,91,100,2.26,TR,1677874715
531,sidi ali,36.0998,0.4206,7.5,71,2,1.71,DZ,1677874715
532,viedma,-40.8135,-62.9967,28.15,24,68,6.41,AR,1677874443
533,hualmay,-11.0964,-77.6139,24.9,74,57,4.5,PE,1677874535
534,wanaka,-44.7,169.15,13.39,77,89,1.34,NZ,1677874598
535,kingaroy,-26.5333,151.8333,13.95,97,1,1.92,AU,1677874715
536,slavutych,51.5196,30.7343,0.0,90,100,3.61,UA,1677874715
537,balkanabat,39.5108,54.3671,12.58,50,52,3.57,TM,1677874715
538,victor harbor,-35.5667,138.6167,14.27,75,60,2.67,AU,1677874716
539,yulara,-25.2406,130.9889,19.43,25,6,2.84,AU,1677874548
540,sherlovaya gora,50.5667,116.25,-15.67,98,55,1.73,RU,1677874716
541,sonoita,31.85,-112.8333,14.87,33,12,1.93,MX,1677874716
542,seoul,37.5683,126.9778,2.69,81,100,0.94,KR,1677874338
543,meulaboh,4.1363,96.1285,23.39,90,99,1.29,ID,1677874523
544,caravelas,-17.7125,-39.2481,27.52,72,0,3.55,BR,1677874492
